package_version,query_url,retrieved_at,requested_model,requested_date,date_selection,raw_model,id,model,hardware,framework,image,precision,spec_method,benchmark_type,isl,osl,conc,disagg,is_multinode,offload_mode,recipe_fingerprint,prefill_tp,prefill_ep,prefill_dp_attention,prefill_num_workers,decode_tp,decode_ep,decode_dp_attention,decode_num_workers,num_prefill_gpu,num_decode_gpu,date,workflow_run_id,run_started_at,run_url,curve_date,curve_workflow_run_id,curve_run_started_at,power_valid,power_metric_schema_version,avg_power_w,prefill_avg_power_w,decode_avg_power_w,joules_per_successful_query,joules_per_input_token,joules_per_output_token,joules_per_total_token,prefill_joules_per_input_token,decode_joules_per_output_token,avg_temp_c,peak_temp_c,avg_util_pct,avg_mem_used_mb
0.1.0,https://inferencex.semianalysis.com/api/v1/benchmarks?model=DeepSeek-V4-Pro&date=2026-09-04&powerValid=strictV2,2026-09-05T01:02:34.362Z,DeepSeek-V4-Pro,2026-09-04,as-of,dsv4,440986,dsv4,b200,vllm,vllm/vllm-openai:nightly-7c5dc571cbd1064ecc8a9b1045637ff647aa22cb,fp4,none,single_turn,8192,1024,32,false,false,off,887992929444afca1a681f19b9ed60e021ac8f19be2433fe691ba697889736d0,8,1,false,0,8,1,false,0,8,8,2026-09-03,,,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/33554397154/attempts/1,2026-09-03,2401,2026-09-03 22:38:12+00,1,2,730.835,,,4026.375823,0.547792,4.350737,0.486533,,,,,,
0.1.0,https://inferencex.semianalysis.com/api/v1/benchmarks?model=DeepSeek-V4-Pro&date=2026-09-04&powerValid=strictV2,2026-09-05T01:02:34.362Z,DeepSeek-V4-Pro,2026-09-04,as-of,dsv4,440998,dsv4,b200,vllm,vllm/vllm-openai:nightly-7c5dc571cbd1064ecc8a9b1045637ff647aa22cb,fp4,none,single_turn,8192,1024,64,false,false,off,887992929444afca1a681f19b9ed60e021ac8f19be2433fe691ba697889736d0,8,1,false,0,8,1,false,0,8,8,2026-09-03,,,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/33554397154/attempts/1,2026-09-03,2401,2026-09-03 22:38:12+00,1,2,793.828,,,3324.28185,0.450031,3.606447,0.400104,,,,,,
0.1.0,https://inferencex.semianalysis.com/api/v1/benchmarks?model=DeepSeek-V4-Pro&date=2026-09-04&powerValid=strictV2,2026-09-05T01:02:34.362Z,DeepSeek-V4-Pro,2026-09-04,as-of,dsv4,440996,dsv4,b200,vllm,vllm/vllm-openai:nightly-7c5dc571cbd1064ecc8a9b1045637ff647aa22cb,fp4,none,single_turn,8192,1024,128,false,false,off,887992929444afca1a681f19b9ed60e021ac8f19be2433fe691ba697889736d0,8,1,false,0,8,1,false,0,8,8,2026-09-03,,,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/33554397154/attempts/1,2026-09-03,2401,2026-09-03 22:38:12+00,1,2,823.796,,,2796.981025,0.378652,3.039846,0.33671,,,,,,
0.1.0,https://inferencex.semianalysis.com/api/v1/benchmarks?model=DeepSeek-V4-Pro&date=2026-09-04&powerValid=strictV2,2026-09-05T01:02:34.362Z,DeepSeek-V4-Pro,2026-09-04,as-of,dsv4,440997,dsv4,b200,vllm,vllm/vllm-openai:nightly-7c5dc571cbd1064ecc8a9b1045637ff647aa22cb,fp4,none,single_turn,8192,1024,256,false,false,off,887992929444afca1a681f19b9ed60e021ac8f19be2433fe691ba697889736d0,8,1,false,0,8,1,false,0,8,8,2026-09-03,,,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/33554397154/attempts/1,2026-09-03,2401,2026-09-03 22:38:12+00,1,2,955.891,,,2807.280919,0.380698,3.0446,0.338386,,,,,,
0.1.0,https://inferencex.semianalysis.com/api/v1/benchmarks?model=DeepSeek-V4-Pro&date=2026-09-04&powerValid=strictV2,2026-09-05T01:02:34.362Z,DeepSeek-V4-Pro,2026-09-04,as-of,dsv4,440995,dsv4,b200,vllm,vllm/vllm-openai:nightly-7c5dc571cbd1064ecc8a9b1045637ff647aa22cb,fp4,none,single_turn,8192,1024,1,false,false,off,639f36313786867a541123ce3878d0249551f9e8f16ca979a09df8dae216eb00,8,8,false,0,8,8,false,0,64,64,2026-09-03,,,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/33554397154/attempts/1,2026-09-03,2401,2026-09-03 22:38:12+00,1,2,384.678,,,31658.920028,4.279794,34.030872,3.801686,,,,,,
0.1.0,https://inferencex.semianalysis.com/api/v1/benchmarks?model=DeepSeek-V4-Pro&date=2026-09-04&powerValid=strictV2,2026-09-05T01:02:34.362Z,DeepSeek-V4-Pro,2026-09-04,as-of,dsv4,440981,dsv4,b200,vllm,vllm/vllm-openai:nightly-7c5dc571cbd1064ecc8a9b1045637ff647aa22cb,fp4,none,single_turn,8192,1024,2,false,false,off,639f36313786867a541123ce3878d0249551f9e8f16ca979a09df8dae216eb00,8,8,false,0,8,8,false,0,64,64,2026-09-03,,,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/33554397154/attempts/1,2026-09-03,2401,2026-09-03 22:38:12+00,1,2,414.676,,,18000.833587,2.432808,19.247082,2.159811,,,,,,
0.1.0,https://inferencex.semianalysis.com/api/v1/benchmarks?model=DeepSeek-V4-Pro&date=2026-09-04&powerValid=strictV2,2026-09-05T01:02:34.362Z,DeepSeek-V4-Pro,2026-09-04,as-of,dsv4,440988,dsv4,b200,vllm,vllm/vllm-openai:nightly-7c5dc571cbd1064ecc8a9b1045637ff647aa22cb,fp4,none,single_turn,8192,1024,4,false,false,off,639f36313786867a541123ce3878d0249551f9e8f16ca979a09df8dae216eb00,8,8,false,0,8,8,false,0,64,64,2026-09-03,,,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/33554397154/attempts/1,2026-09-03,2401,2026-09-03 22:38:12+00,1,2,457.907,,,11045.09618,1.502479,12.003908,1.33534,,,,,,
0.1.0,https://inferencex.semianalysis.com/api/v1/benchmarks?model=DeepSeek-V4-Pro&date=2026-09-04&powerValid=strictV2,2026-09-05T01:02:34.362Z,DeepSeek-V4-Pro,2026-09-04,as-of,dsv4,440992,dsv4,b200,vllm,vllm/vllm-openai:nightly-7c5dc571cbd1064ecc8a9b1045637ff647aa22cb,fp4,none,single_turn,8192,1024,8,false,false,off,639f36313786867a541123ce3878d0249551f9e8f16ca979a09df8dae216eb00,8,8,false,0,8,8,false,0,64,64,2026-09-03,,,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/33554397154/attempts/1,2026-09-03,2401,2026-09-03 22:38:12+00,1,2,514.813,,,8228.31305,1.125607,8.887187,0.99907,,,,,,
0.1.0,https://inferencex.semianalysis.com/api/v1/benchmarks?model=DeepSeek-V4-Pro&date=2026-09-04&powerValid=strictV2,2026-09-05T01:02:34.362Z,DeepSeek-V4-Pro,2026-09-04,as-of,dsv4,440991,dsv4,b200,vllm,vllm/vllm-openai:nightly-7c5dc571cbd1064ecc8a9b1045637ff647aa22cb,fp4,none,single_turn,8192,1024,16,false,false,off,639f36313786867a541123ce3878d0249551f9e8f16ca979a09df8dae216eb00,8,8,false,0,8,8,false,0,64,64,2026-09-03,,,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/33554397154/attempts/1,2026-09-03,2401,2026-09-03 22:38:12+00,1,2,641.49,,,5538.021769,0.754093,6.051408,0.670535,,,,,,
0.1.0,https://inferencex.semianalysis.com/api/v1/benchmarks?model=DeepSeek-V4-Pro&date=2026-09-04&powerValid=strictV2,2026-09-05T01:02:34.362Z,DeepSeek-V4-Pro,2026-09-04,as-of,dsv4,440976,dsv4,b200,vllm,vllm/vllm-openai:nightly-7c5dc571cbd1064ecc8a9b1045637ff647aa22cb,fp4,none,single_turn,8192,1024,32,false,false,off,639f36313786867a541123ce3878d0249551f9e8f16ca979a09df8dae216eb00,8,8,false,0,8,8,false,0,64,64,2026-09-03,,,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/33554397154/attempts/1,2026-09-03,2401,2026-09-03 22:38:12+00,1,2,692.474,,,3993.139717,0.54327,4.314823,0.482517,,,,,,
0.1.0,https://inferencex.semianalysis.com/api/v1/benchmarks?model=DeepSeek-V4-Pro&date=2026-09-04&powerValid=strictV2,2026-09-05T01:02:34.362Z,DeepSeek-V4-Pro,2026-09-04,as-of,dsv4,440984,dsv4,b200,vllm,vllm/vllm-openai:nightly-7c5dc571cbd1064ecc8a9b1045637ff647aa22cb,fp4,none,single_turn,8192,1024,64,false,false,off,639f36313786867a541123ce3878d0249551f9e8f16ca979a09df8dae216eb00,8,8,false,0,8,8,false,0,64,64,2026-09-03,,,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/33554397154/attempts/1,2026-09-03,2401,2026-09-03 22:38:12+00,1,2,800.903,,,3366.254685,0.455713,3.651982,0.405156,,,,,,
0.1.0,https://inferencex.semianalysis.com/api/v1/benchmarks?model=DeepSeek-V4-Pro&date=2026-09-04&powerValid=strictV2,2026-09-05T01:02:34.362Z,DeepSeek-V4-Pro,2026-09-04,as-of,dsv4,440990,dsv4,b200,vllm,vllm/vllm-openai:nightly-7c5dc571cbd1064ecc8a9b1045637ff647aa22cb,fp4,none,single_turn,8192,1024,128,false,false,off,639f36313786867a541123ce3878d0249551f9e8f16ca979a09df8dae216eb00,8,8,false,0,8,8,false,0,64,64,2026-09-03,,,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/33554397154/attempts/1,2026-09-03,2401,2026-09-03 22:38:12+00,1,2,865.97,,,2799.357565,0.378973,3.042429,0.336996,,,,,,
0.1.0,https://inferencex.semianalysis.com/api/v1/benchmarks?model=DeepSeek-V4-Pro&date=2026-09-04&powerValid=strictV2,2026-09-05T01:02:34.362Z,DeepSeek-V4-Pro,2026-09-04,as-of,dsv4,440985,dsv4,b200,vllm,vllm/vllm-openai:nightly-7c5dc571cbd1064ecc8a9b1045637ff647aa22cb,fp4,none,single_turn,8192,1024,256,false,false,off,639f36313786867a541123ce3878d0249551f9e8f16ca979a09df8dae216eb00,8,8,false,0,8,8,false,0,64,64,2026-09-03,,,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/33554397154/attempts/1,2026-09-03,2401,2026-09-03 22:38:12+00,1,2,893.065,,,2497.3818,0.338672,2.708503,0.301031,,,,,,
0.1.0,https://inferencex.semianalysis.com/api/v1/benchmarks?model=DeepSeek-V4-Pro&date=2026-09-04&powerValid=strictV2,2026-09-05T01:02:34.362Z,DeepSeek-V4-Pro,2026-09-04,as-of,dsv4,440439,dsv4,b200,dynamo-vllm,vllm/vllm-openai:v0.23.0,fp4,none,single_turn,8192,1024,64,true,true,off,a2c1c747b45aa31ae86e635608614d147ba3bd512c01e7cdc8d60bc223b5c3dc,8,8,true,1,8,1,false,1,8,8,2026-08-26,,,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/33012183714/attempts/1,2026-08-26,2361,2026-08-26 20:47:42+00,1,2,565.15,425.682,704.619,3949.902519,0.534653,4.28517,0.475345,0.201355,2.671336,,,,
0.1.0,https://inferencex.semianalysis.com/api/v1/benchmarks?model=DeepSeek-V4-Pro&date=2026-09-04&powerValid=strictV2,2026-09-05T01:02:34.362Z,DeepSeek-V4-Pro,2026-09-04,as-of,dsv4,440437,dsv4,b200,dynamo-vllm,vllm/vllm-openai:vllm-x86_64-cu13-0.25.1-7a33ba9,fp4,mtp,single_turn,8192,1024,512,true,true,off,737976ea64d07a32dbce476198da7d64aae8adb1b98223c6a7de960f781afcbf,1,8,true,1,1,8,true,1,8,8,2026-08-26,,,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/33012183714/attempts/1,2026-08-26,2361,2026-08-26 20:47:42+00,1,2,899.754,916.736,882.771,1089.199566,0.147647,1.18127,0.131243,0.075217,0.579487,,,,
0.1.0,https://inferencex.semianalysis.com/api/v1/benchmarks?model=DeepSeek-V4-Pro&date=2026-09-04&powerValid=strictV2,2026-09-05T01:02:34.362Z,DeepSeek-V4-Pro,2026-09-04,as-of,dsv4,440854,dsv4,b200,dynamo-sglang,lmsysorg/sglang:nightly-dev-cu13-20260821-f825d729,fp4,none,single_turn,8192,1024,256,true,true,off,7cb895ae33b27f4de377cdd6aa1f63a896b78ee4eafe6cccaab8d510b521ebed,8,8,true,1,8,8,true,1,8,8,2026-09-01,,,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/33447526958/attempts/1,2026-09-01,2391,2026-09-01 17:10:19+00,1,2,767.828,730.632,805.023,1403.298103,0.190303,1.521929,0.169152,0.090542,0.797828,,,,
0.1.0,https://inferencex.semianalysis.com/api/v1/benchmarks?model=DeepSeek-V4-Pro&date=2026-09-04&powerValid=strictV2,2026-09-05T01:02:34.362Z,DeepSeek-V4-Pro,2026-09-04,as-of,dsv4,440853,dsv4,b200,dynamo-sglang,lmsysorg/sglang:nightly-dev-cu13-20260821-f825d729,fp4,none,single_turn,8192,1024,512,true,true,off,7cb895ae33b27f4de377cdd6aa1f63a896b78ee4eafe6cccaab8d510b521ebed,8,8,true,1,8,8,true,1,8,8,2026-09-01,,,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/33447526958/attempts/1,2026-09-01,2391,2026-09-01 17:10:19+00,1,2,860.401,880.442,840.36,1115.305264,0.151184,1.209483,0.134386,0.077353,0.590656,,,,
0.1.0,https://inferencex.semianalysis.com/api/v1/benchmarks?model=DeepSeek-V4-Pro&date=2026-09-04&powerValid=strictV2,2026-09-05T01:02:34.362Z,DeepSeek-V4-Pro,2026-09-04,as-of,dsv4,440855,dsv4,b200,dynamo-sglang,lmsysorg/sglang:nightly-dev-cu13-20260821-f825d729,fp4,none,single_turn,8192,1024,64,true,true,off,2d35f5be58b4f4493e75dd0d9f9e4a04b0af604a3143737b10dfdf02c32a10a9,8,8,true,1,8,1,false,4,8,32,2026-09-01,,,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/33447526958/attempts/1,2026-09-01,2391,2026-09-01 17:10:19+00,1,2,554.132,528.967,560.423,4962.822154,0.671851,5.384066,0.597315,0.128268,4.356155,,,,
0.1.0,https://inferencex.semianalysis.com/api/v1/benchmarks?model=DeepSeek-V4-Pro&date=2026-09-04&powerValid=strictV2,2026-09-05T01:02:34.362Z,DeepSeek-V4-Pro,2026-09-04,as-of,dsv4,440856,dsv4,b200,dynamo-sglang,lmsysorg/sglang:nightly-dev-cu13-20260821-f825d729,fp4,none,single_turn,8192,1024,8192,true,true,off,1ce3599a3b380eb8d36b7dce61d32d18c3a3e74c84c277f76c34e0e1ad52f29f,8,8,true,6,8,8,true,2,48,16,2026-09-01,,,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/33447526958/attempts/1,2026-09-01,2391,2026-09-01 17:10:19+00,1,2,901.2,885.669,947.793,768.02198,0.104154,0.833382,0.092583,0.076769,0.219117,,,,
0.1.0,https://inferencex.semianalysis.com/api/v1/benchmarks?model=DeepSeek-V4-Pro&date=2026-09-04&powerValid=strictV2,2026-09-05T01:02:34.362Z,DeepSeek-V4-Pro,2026-09-04,as-of,dsv4,440858,dsv4,b200,dynamo-sglang,lmsysorg/sglang:nightly-dev-cu13-20260821-f825d729,fp4,none,single_turn,8192,1024,32,true,true,off,92c8ed44bbda7dda588ffcd82cedf763840fc987deb3f3cea9de27c2d05f1f9f,8,8,true,1,8,1,false,1,8,8,2026-09-01,,,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/33447526958/attempts/1,2026-09-01,2391,2026-09-01 17:10:19+00,1,2,500.349,380.907,619.792,3943.933067,0.536575,4.261653,0.476571,0.204243,2.639493,,,,
0.1.0,https://inferencex.semianalysis.com/api/v1/benchmarks?model=DeepSeek-V4-Pro&date=2026-09-04&powerValid=strictV2,2026-09-05T01:02:34.362Z,DeepSeek-V4-Pro,2026-09-04,as-of,dsv4,440857,dsv4,b200,dynamo-sglang,lmsysorg/sglang:nightly-dev-cu13-20260821-f825d729,fp4,none,single_turn,8192,1024,64,true,true,off,92c8ed44bbda7dda588ffcd82cedf763840fc987deb3f3cea9de27c2d05f1f9f,8,8,true,1,8,1,false,1,8,8,2026-09-01,,,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/33447526958/attempts/1,2026-09-01,2391,2026-09-01 17:10:19+00,1,2,550.542,454.524,646.56,2660.055817,0.36011,2.885841,0.320159,0.148652,1.694576,,,,
0.1.0,https://inferencex.semianalysis.com/api/v1/benchmarks?model=DeepSeek-V4-Pro&date=2026-09-04&powerValid=strictV2,2026-09-05T01:02:34.362Z,DeepSeek-V4-Pro,2026-09-04,as-of,dsv4,440859,dsv4,b200,dynamo-sglang,lmsysorg/sglang:nightly-dev-cu13-20260821-f825d729,fp4,none,single_turn,8192,1024,1,true,true,off,c45e113b8fb6b1e0c10a3830d34e1ef39971391dc7dcdd5c51d1fde6aaf11f30,8,1,false,1,8,1,false,1,8,8,2026-09-01,,,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/33447526958/attempts/1,2026-09-01,2391,2026-09-01 17:10:19+00,1,2,314.462,261.187,367.737,49718.295118,6.721141,53.443293,5.970303,2.791238,31.248708,,,,
0.1.0,https://inferencex.semianalysis.com/api/v1/benchmarks?model=DeepSeek-V4-Pro&date=2026-09-04&powerValid=strictV2,2026-09-05T01:02:34.362Z,DeepSeek-V4-Pro,2026-09-04,as-of,dsv4,440860,dsv4,b200,dynamo-sglang,lmsysorg/sglang:nightly-dev-cu13-20260821-f825d729,fp4,none,single_turn,8192,1024,4096,true,true,off,cea447e4ecb539c75d170e9d32f8056171e91717f9fde6278eb4aeeb5ad5baa4,8,8,true,4,8,8,true,2,32,16,2026-09-01,,,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/33447526958/attempts/1,2026-09-01,2391,2026-09-01 17:10:19+00,1,2,895.764,887.797,911.697,857.259189,0.116269,0.930384,0.103353,0.076823,0.315644,,,,
0.1.0,https://inferencex.semianalysis.com/api/v1/benchmarks?model=DeepSeek-V4-Pro&date=2026-09-04&powerValid=strictV2,2026-09-05T01:02:34.362Z,DeepSeek-V4-Pro,2026-09-04,as-of,dsv4,440861,dsv4,b200,dynamo-sglang,lmsysorg/sglang:nightly-dev-cu13-20260821-f825d729,fp4,none,single_turn,8192,1024,256,true,true,off,4cd6f5943af925d70f340213f29cbf5c990b30c0cc4c2d96ae50a27e8d2a332c,8,8,true,1,8,8,true,2,8,16,2026-09-01,,,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/33447526958/attempts/1,2026-09-01,2391,2026-09-01 17:10:19+00,1,2,741.542,757.031,733.797,1882.414904,0.255276,2.041549,0.226904,0.086869,1.346818,,,,
0.1.0,https://inferencex.semianalysis.com/api/v1/benchmarks?model=DeepSeek-V4-Pro&date=2026-09-04&powerValid=strictV2,2026-09-05T01:02:34.362Z,DeepSeek-V4-Pro,2026-09-04,as-of,dsv4,440862,dsv4,b200,dynamo-sglang,lmsysorg/sglang:nightly-dev-cu13-20260821-f825d729,fp4,none,single_turn,8192,1024,2048,true,true,off,d2fa1eb3598d3572fc93bf255419265c86a10bbd4d48ed2f151e86cc53d3961d,8,8,true,3,8,8,true,2,24,16,2026-09-01,,,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/33447526958/attempts/1,2026-09-01,2391,2026-09-01 17:10:19+00,1,2,879.529,879.466,879.624,945.274303,0.128221,1.024722,0.113961,0.076927,0.409933,,,,
